Ages,Gender,Pendidikan,Hoby,Jobs,Pets,Addresess,Fear,Dream,Fav_food
39,P,S2,Membaca,Trainer,Tupai,Sukabumi,Gelap,Sehat,Risol Charel
38,L,SMA,Ngoding,Trainer,Anjing,Sukabumi,Laut,Hitam,Seblak
39,L,S2,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Kaya Raya,Nasi Padang
48,L,S2,Ngoding,Guru,Tupai,Sukabumi,Laut,Artis,Seblak
20,P,SMK,Membaca,Pustakawan,Kucing,Nyalindung,Gelap,Sehat,Risol Charel
40,P,S2,Ngoding,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Cimol
24,P,SMA,Membaca,Trainer,Tupai,Nyalindung,Gelap,Artis,Cimol
52,P,SMK,GYM,Guru,Anjing,Sukabumi,Laut,Hitam,Nasi Padang
54,L,SMK,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Artis,Batagor
46,L,SMK,Ngoding,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Cimol
20,L,S1,Membaca,Trainer,Tupai,Sukabumi,Laut,Kaya Raya,Cimol
49,L,SMK,Membaca,Trainer,Anjing,Cisaat,Gelap,Hitam,Batagor
47,P,S2,Membaca,Guru,Tupai,Sukabumi,Laut,Sehat,Batagor
18,L,SMA,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Artis,Risol Charel
48,P,S2,GYM,Trainer,Otter,Sukabumi,Laut,Sehat,Seblak
19,L,SMK,Membaca,Guru,Otter,Cisaat,Laut,Artis,Risol Charel
24,P,SMA,GYM,Guru,Anjing,Cisaat,Laut,Hitam,Batagor
57,L,S1,GYM,Trainer,Tupai,Cisaat,Laut,Kaya Raya,Nasi Padang
37,L,SMK,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
37,L,S2,GYM,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Risol Charel
54,L,S1,GYM,Guru,Tupai,Sukabumi,Ketinggian,Hitam,Seblak
25,L,S1,GYM,Pustakawan,Kucing,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
30,L,SMK,GYM,Guru,Kucing,Cisaat,Laut,Hitam,Batagor
27,P,SMA,GYM,Pustakawan,Tupai,Cisaat,Laut,Kaya Raya,Seblak
23,P,S2,Ngoding,Trainer,Otter,Cisaat,Ketinggian,Artis,Risol Charel
58,P,SMK,GYM,Guru,Anjing,Nyalindung,Ketinggian,Artis,Batagor
25,L,SMA,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Hitam,Nasi Padang
31,L,S1,GYM,Trainer,Anjing,Cisaat,Ketinggian,Hitam,Nasi Padang
43,L,SMA,GYM,Trainer,Anjing,Nyalindung,Laut,Hitam,Nasi Padang
37,P,SMA,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Batagor
52,L,SMK,GYM,Trainer,Kucing,Nyalindung,Laut,Sehat,Risol Charel
41,L,SMA,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Artis,Batagor
57,L,S2,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Artis,Nasi Padang
59,P,S1,GYM,Trainer,Kucing,Sukabumi,Gelap,Artis,Nasi Padang
42,P,SMK,Membaca,Trainer,Otter,Nyalindung,Gelap,Sehat,Risol Charel
57,L,SMK,GYM,Trainer,Tupai,Nyalindung,Gelap,Kaya Raya,Seblak
34,L,SMA,Membaca,Pustakawan,Kucing,Nyalindung,Gelap,Sehat,Batagor
31,P,SMK,Ngoding,Pustakawan,Tupai,Cisaat,Laut,Artis,Seblak
20,L,SMA,Membaca,Guru,Kucing,Cisaat,Ketinggian,Sehat,Batagor
44,P,S2,GYM,Pustakawan,Otter,Sukabumi,Ketinggian,Hitam,Risol Charel
21,P,SMA,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Sehat,Batagor
47,L,SMA,Membaca,Pustakawan,Kucing,Nyalindung,Laut,Kaya Raya,Batagor
44,L,S2,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Artis,Nasi Padang
33,L,SMA,Ngoding,Trainer,Anjing,Cisaat,Laut,Sehat,Risol Charel
51,P,S1,Membaca,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Nasi Padang
45,P,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
48,P,SMA,Ngoding,Trainer,Kucing,Nyalindung,Laut,Hitam,Cimol
36,L,SMK,Membaca,Guru,Tupai,Cisaat,Laut,Sehat,Seblak
20,P,SMA,Membaca,Guru,Anjing,Sukabumi,Ketinggian,Sehat,Batagor
56,P,SMK,Ngoding,Pustakawan,Anjing,Sukabumi,Gelap,Artis,Risol Charel
45,P,S1,GYM,Guru,Kucing,Sukabumi,Laut,Sehat,Risol Charel
23,L,SMA,Membaca,Trainer,Anjing,Sukabumi,Gelap,Artis,Batagor
46,P,S1,GYM,Guru,Anjing,Cisaat,Ketinggian,Hitam,Cimol
42,L,SMK,Ngoding,Guru,Tupai,Sukabumi,Laut,Sehat,Seblak
21,P,S2,Ngoding,Trainer,Kucing,Cisaat,Laut,Sehat,Risol Charel
28,L,SMA,Ngoding,Trainer,Anjing,Cisaat,Gelap,Artis,Seblak
29,L,S2,GYM,Guru,Otter,Sukabumi,Laut,Artis,Nasi Padang
37,L,SMA,Ngoding,Trainer,Otter,Cisaat,Gelap,Hitam,Cimol
57,L,SMK,Membaca,Pustakawan,Tupai,Cisaat,Gelap,Artis,Batagor
41,L,S1,Membaca,Guru,Otter,Nyalindung,Laut,Artis,Seblak
47,P,S2,Membaca,Guru,Otter,Nyalindung,Gelap,Sehat,Batagor
28,P,SMA,Membaca,Pustakawan,Kucing,Nyalindung,Ketinggian,Artis,Batagor
21,P,S2,Membaca,Trainer,Kucing,Cisaat,Gelap,Artis,Risol Charel
25,P,SMA,Ngoding,Trainer,Kucing,Nyalindung,Laut,Sehat,Cimol
30,L,S2,Membaca,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Cimol
51,P,SMK,GYM,Guru,Tupai,Cisaat,Laut,Sehat,Risol Charel
27,L,SMA,Ngoding,Trainer,Otter,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
34,P,S1,Ngoding,Guru,Otter,Sukabumi,Laut,Artis,Batagor
26,P,S2,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Artis,Cimol
43,L,SMA,GYM,Pustakawan,Tupai,Sukabumi,Ketinggian,Kaya Raya,Seblak
20,P,SMK,Membaca,Guru,Tupai,Sukabumi,Gelap,Artis,Nasi Padang
34,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Cimol
32,P,SMK,Ngoding,Pustakawan,Kucing,Cisaat,Laut,Sehat,Cimol
51,L,SMA,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Risol Charel
59,L,S2,Membaca,Trainer,Anjing,Cisaat,Laut,Hitam,Nasi Padang
21,P,S2,Membaca,Trainer,Kucing,Cisaat,Gelap,Kaya Raya,Seblak
44,L,S2,GYM,Guru,Anjing,Sukabumi,Gelap,Artis,Nasi Padang
24,P,SMK,GYM,Pustakawan,Otter,Sukabumi,Laut,Artis,Seblak
33,L,S1,Ngoding,Guru,Tupai,Nyalindung,Laut,Kaya Raya,Batagor
60,L,S1,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
58,L,SMK,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Artis,Seblak
32,L,SMA,Membaca,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Nasi Padang
29,L,SMK,Ngoding,Trainer,Kucing,Cisaat,Laut,Artis,Batagor
42,L,SMA,Ngoding,Guru,Otter,Sukabumi,Gelap,Artis,Batagor
35,P,SMK,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Risol Charel
26,P,S2,GYM,Guru,Anjing,Nyalindung,Gelap,Hitam,Risol Charel
26,L,S1,Membaca,Trainer,Kucing,Nyalindung,Ketinggian,Artis,Risol Charel
20,P,SMA,Membaca,Trainer,Otter,Nyalindung,Ketinggian,Artis,Cimol
23,L,S2,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Artis,Risol Charel
52,P,SMA,Membaca,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Cimol
38,P,S1,GYM,Pustakawan,Anjing,Sukabumi,Gelap,Hitam,Batagor
57,L,SMK,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Cimol
57,L,SMA,Membaca,Guru,Anjing,Sukabumi,Gelap,Artis,Risol Charel
20,P,S1,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
29,P,SMK,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Cimol
26,L,SMK,Ngoding,Guru,Tupai,Nyalindung,Laut,Sehat,Nasi Padang
59,P,SMA,Ngoding,Trainer,Tupai,Sukabumi,Laut,Artis,Nasi Padang
21,L,SMA,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Batagor
58,L,S2,Membaca,Pustakawan,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
49,L,S1,GYM,Trainer,Otter,Nyalindung,Gelap,Artis,Cimol
23,L,SMK,GYM,Pustakawan,Tupai,Cisaat,Gelap,Kaya Raya,Cimol
48,L,S2,GYM,Guru,Tupai,Sukabumi,Laut,Kaya Raya,Seblak
36,P,SMK,Ngoding,Trainer,Tupai,Sukabumi,Laut,Sehat,Batagor
24,L,S2,GYM,Pustakawan,Tupai,Nyalindung,Gelap,Hitam,Batagor
22,L,S2,GYM,Guru,Anjing,Sukabumi,Gelap,Sehat,Nasi Padang
56,P,S2,Ngoding,Pustakawan,Anjing,Cisaat,Ketinggian,Kaya Raya,Batagor
26,L,S1,Membaca,Trainer,Tupai,Nyalindung,Gelap,Artis,Risol Charel
39,P,S1,Ngoding,Trainer,Tupai,Sukabumi,Laut,Artis,Cimol
30,L,S2,Membaca,Trainer,Kucing,Nyalindung,Laut,Kaya Raya,Nasi Padang
33,P,SMK,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
48,L,SMA,Membaca,Guru,Otter,Nyalindung,Laut,Artis,Nasi Padang
45,P,S1,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
56,L,S2,Membaca,Guru,Kucing,Cisaat,Gelap,Artis,Cimol
43,P,S2,GYM,Trainer,Kucing,Sukabumi,Gelap,Hitam,Seblak
24,P,S1,GYM,Trainer,Tupai,Cisaat,Laut,Hitam,Cimol
38,L,S2,GYM,Guru,Kucing,Nyalindung,Laut,Sehat,Nasi Padang
19,P,S2,GYM,Guru,Tupai,Cisaat,Laut,Kaya Raya,Risol Charel
28,L,SMK,Ngoding,Trainer,Kucing,Sukabumi,Laut,Sehat,Seblak
38,P,SMA,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Kaya Raya,Batagor
36,P,SMK,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Sehat,Batagor
25,P,SMK,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Sehat,Seblak
37,L,SMK,Ngoding,Guru,Anjing,Cisaat,Laut,Hitam,Batagor
41,P,S1,GYM,Pustakawan,Otter,Nyalindung,Ketinggian,Sehat,Batagor
48,L,SMA,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Cimol
56,L,SMA,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Artis,Seblak
30,L,SMK,Membaca,Guru,Tupai,Nyalindung,Laut,Hitam,Batagor
26,L,S2,Ngoding,Trainer,Tupai,Nyalindung,Gelap,Kaya Raya,Seblak
48,P,SMA,Membaca,Guru,Otter,Cisaat,Laut,Hitam,Nasi Padang
31,L,SMK,Membaca,Pustakawan,Kucing,Nyalindung,Laut,Sehat,Risol Charel
50,L,S2,Membaca,Trainer,Kucing,Sukabumi,Laut,Hitam,Risol Charel
34,L,S2,Ngoding,Guru,Kucing,Cisaat,Ketinggian,Artis,Seblak
36,L,S1,Membaca,Guru,Otter,Cisaat,Laut,Kaya Raya,Batagor
59,P,SMK,Ngoding,Guru,Kucing,Nyalindung,Laut,Hitam,Nasi Padang
22,L,S1,Ngoding,Pustakawan,Tupai,Cisaat,Gelap,Hitam,Batagor
22,L,SMA,Membaca,Guru,Kucing,Cisaat,Ketinggian,Kaya Raya,Seblak
38,P,S1,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Batagor
52,P,S2,GYM,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Seblak
31,P,SMK,Ngoding,Pustakawan,Anjing,Cisaat,Gelap,Artis,Cimol
52,L,SMA,GYM,Pustakawan,Kucing,Nyalindung,Gelap,Hitam,Cimol
26,P,S2,Membaca,Guru,Anjing,Cisaat,Laut,Kaya Raya,Batagor
29,P,S1,Membaca,Trainer,Otter,Cisaat,Gelap,Sehat,Seblak
19,P,SMK,GYM,Trainer,Otter,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
53,P,SMK,Ngoding,Trainer,Otter,Sukabumi,Ketinggian,Sehat,Risol Charel
47,P,SMA,Ngoding,Pustakawan,Otter,Sukabumi,Laut,Sehat,Nasi Padang
58,L,S2,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
47,P,SMK,Ngoding,Pustakawan,Kucing,Cisaat,Ketinggian,Hitam,Cimol
58,L,S2,Ngoding,Guru,Tupai,Cisaat,Gelap,Hitam,Batagor
45,L,S2,Ngoding,Trainer,Tupai,Sukabumi,Laut,Hitam,Batagor
35,P,S2,Membaca,Pustakawan,Otter,Nyalindung,Ketinggian,Kaya Raya,Batagor
46,L,SMK,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Artis,Cimol
58,L,SMK,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Artis,Risol Charel
24,P,SMK,Ngoding,Guru,Otter,Cisaat,Gelap,Kaya Raya,Cimol
35,P,S2,Membaca,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Nasi Padang
51,P,SMK,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Sehat,Seblak
30,P,SMK,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Hitam,Seblak
46,L,S1,Ngoding,Trainer,Anjing,Nyalindung,Laut,Kaya Raya,Nasi Padang
29,L,SMA,Ngoding,Guru,Tupai,Sukabumi,Ketinggian,Kaya Raya,Batagor
43,P,S1,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Kaya Raya,Batagor
32,P,S1,GYM,Pustakawan,Anjing,Cisaat,Ketinggian,Kaya Raya,Risol Charel
24,P,SMA,Membaca,Guru,Kucing,Sukabumi,Gelap,Hitam,Nasi Padang
22,L,S1,GYM,Guru,Otter,Sukabumi,Gelap,Artis,Seblak
24,P,SMK,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
55,P,SMK,Ngoding,Trainer,Otter,Sukabumi,Ketinggian,Hitam,Batagor
40,L,SMA,GYM,Pustakawan,Anjing,Nyalindung,Laut,Kaya Raya,Risol Charel
34,P,S2,GYM,Trainer,Anjing,Cisaat,Ketinggian,Sehat,Cimol
53,P,S2,Membaca,Trainer,Kucing,Sukabumi,Ketinggian,Hitam,Seblak
48,P,SMK,Ngoding,Pustakawan,Otter,Sukabumi,Laut,Hitam,Seblak
60,L,SMA,Membaca,Guru,Tupai,Sukabumi,Laut,Hitam,Risol Charel
35,P,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Artis,Batagor
32,L,SMK,GYM,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Cimol
31,L,SMA,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Artis,Nasi Padang
45,L,SMK,Ngoding,Trainer,Kucing,Nyalindung,Gelap,Sehat,Batagor
58,P,SMA,GYM,Trainer,Anjing,Sukabumi,Laut,Sehat,Nasi Padang
37,P,S1,GYM,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Risol Charel
34,P,SMK,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Artis,Seblak
51,P,S2,Membaca,Guru,Anjing,Cisaat,Gelap,Artis,Cimol
56,P,S1,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Cimol
52,P,SMA,Membaca,Pustakawan,Otter,Cisaat,Gelap,Kaya Raya,Risol Charel
60,P,SMA,GYM,Pustakawan,Tupai,Sukabumi,Ketinggian,Sehat,Risol Charel
37,L,SMA,GYM,Guru,Tupai,Nyalindung,Gelap,Hitam,Batagor
33,P,S2,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Hitam,Batagor
27,P,SMK,Ngoding,Trainer,Anjing,Sukabumi,Gelap,Artis,Risol Charel
26,L,SMA,Membaca,Guru,Anjing,Sukabumi,Ketinggian,Kaya Raya,Seblak
37,P,SMK,Membaca,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Nasi Padang
37,L,SMK,GYM,Trainer,Otter,Sukabumi,Laut,Artis,Cimol
31,P,S2,Ngoding,Guru,Otter,Nyalindung,Gelap,Hitam,Batagor
40,L,SMA,Ngoding,Trainer,Kucing,Sukabumi,Laut,Hitam,Risol Charel
44,L,SMK,GYM,Pustakawan,Anjing,Cisaat,Ketinggian,Sehat,Batagor
28,L,SMK,Membaca,Pustakawan,Anjing,Sukabumi,Gelap,Artis,Seblak
20,L,S1,Membaca,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Nasi Padang
47,L,SMK,GYM,Pustakawan,Tupai,Nyalindung,Laut,Artis,Seblak
39,L,S2,Membaca,Trainer,Kucing,Sukabumi,Ketinggian,Artis,Cimol
60,L,SMK,GYM,Guru,Otter,Sukabumi,Gelap,Sehat,Cimol
57,L,SMA,GYM,Trainer,Tupai,Nyalindung,Ketinggian,Sehat,Cimol
32,P,S2,GYM,Pustakawan,Anjing,Sukabumi,Laut,Artis,Batagor
59,L,SMK,GYM,Pustakawan,Kucing,Nyalindung,Ketinggian,Hitam,Seblak
22,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Hitam,Nasi Padang
32,P,SMK,Ngoding,Guru,Anjing,Cisaat,Laut,Kaya Raya,Seblak
59,P,S1,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Cimol
39,P,S1,GYM,Trainer,Tupai,Nyalindung,Gelap,Sehat,Batagor
38,L,S1,Membaca,Trainer,Anjing,Nyalindung,Gelap,Kaya Raya,Cimol
45,L,SMA,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Artis,Cimol
55,P,SMA,GYM,Trainer,Anjing,Nyalindung,Gelap,Kaya Raya,Risol Charel
39,L,SMK,Membaca,Pustakawan,Kucing,Cisaat,Laut,Artis,Risol Charel
33,L,S1,Ngoding,Guru,Anjing,Nyalindung,Laut,Kaya Raya,Batagor
53,P,S2,GYM,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Seblak
34,P,SMK,GYM,Guru,Tupai,Cisaat,Gelap,Sehat,Seblak
46,P,SMK,Membaca,Trainer,Kucing,Cisaat,Ketinggian,Artis,Batagor
59,P,S2,Ngoding,Guru,Anjing,Sukabumi,Ketinggian,Artis,Cimol
56,L,S1,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Sehat,Seblak
43,P,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Artis,Risol Charel
35,P,SMA,Membaca,Pustakawan,Otter,Nyalindung,Ketinggian,Hitam,Cimol
34,L,S1,Membaca,Guru,Kucing,Sukabumi,Gelap,Hitam,Cimol
18,L,SMA,GYM,Guru,Tupai,Cisaat,Ketinggian,Kaya Raya,Seblak
18,L,S1,Membaca,Guru,Otter,Sukabumi,Ketinggian,Artis,Batagor
20,P,S2,Ngoding,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Cimol
50,L,S1,GYM,Pustakawan,Otter,Nyalindung,Ketinggian,Sehat,Cimol
21,L,S1,Ngoding,Guru,Tupai,Sukabumi,Laut,Sehat,Batagor
60,L,SMA,Membaca,Guru,Otter,Nyalindung,Laut,Hitam,Cimol
48,P,S2,Membaca,Guru,Tupai,Sukabumi,Gelap,Artis,Risol Charel
58,P,SMK,Membaca,Guru,Anjing,Nyalindung,Ketinggian,Artis,Risol Charel
55,L,SMK,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Kaya Raya,Seblak
31,P,S1,GYM,Pustakawan,Otter,Sukabumi,Ketinggian,Sehat,Batagor
53,L,S2,Membaca,Trainer,Anjing,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
23,L,S2,Ngoding,Trainer,Kucing,Cisaat,Ketinggian,Artis,Batagor
46,L,SMA,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Artis,Seblak
50,L,S1,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
41,P,S1,Membaca,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Nasi Padang
25,L,SMK,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Artis,Seblak
23,L,S2,Membaca,Pustakawan,Tupai,Sukabumi,Laut,Kaya Raya,Batagor
56,L,SMK,Ngoding,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Nasi Padang
18,P,SMK,Ngoding,Guru,Otter,Cisaat,Laut,Hitam,Risol Charel
34,P,SMK,Ngoding,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Seblak
19,P,S2,GYM,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Risol Charel
33,P,S2,GYM,Pustakawan,Kucing,Cisaat,Laut,Hitam,Seblak
36,L,S2,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Sehat,Seblak
59,P,SMK,Membaca,Pustakawan,Tupai,Cisaat,Gelap,Artis,Seblak
32,P,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Batagor
52,L,SMK,Ngoding,Pustakawan,Otter,Sukabumi,Laut,Sehat,Seblak
48,P,SMK,Membaca,Guru,Kucing,Cisaat,Gelap,Sehat,Risol Charel
59,L,S2,Ngoding,Pustakawan,Otter,Cisaat,Gelap,Sehat,Seblak
21,L,S1,GYM,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Nasi Padang
39,L,S1,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Sehat,Risol Charel
20,L,SMK,Ngoding,Pustakawan,Tupai,Nyalindung,Gelap,Sehat,Seblak
33,P,S1,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Sehat,Nasi Padang
28,L,S1,Membaca,Trainer,Tupai,Sukabumi,Laut,Artis,Seblak
59,P,S2,Ngoding,Guru,Anjing,Cisaat,Laut,Sehat,Batagor
29,P,SMK,GYM,Trainer,Anjing,Sukabumi,Laut,Hitam,Nasi Padang
59,P,S1,Ngoding,Trainer,Tupai,Sukabumi,Laut,Sehat,Nasi Padang
28,L,S2,GYM,Trainer,Kucing,Sukabumi,Gelap,Artis,Batagor
19,P,SMA,Ngoding,Trainer,Kucing,Cisaat,Gelap,Artis,Batagor
21,P,SMA,GYM,Guru,Tupai,Nyalindung,Ketinggian,Hitam,Risol Charel
52,L,SMK,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Hitam,Seblak
56,P,SMA,Ngoding,Pustakawan,Kucing,Cisaat,Laut,Kaya Raya,Seblak
42,L,SMK,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Seblak
30,L,S1,GYM,Guru,Otter,Nyalindung,Ketinggian,Sehat,Nasi Padang
46,P,SMK,Membaca,Pustakawan,Tupai,Cisaat,Laut,Sehat,Nasi Padang
25,P,SMA,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Batagor
30,P,S1,Membaca,Guru,Anjing,Nyalindung,Gelap,Artis,Nasi Padang
55,P,SMK,Membaca,Guru,Otter,Nyalindung,Gelap,Kaya Raya,Cimol
18,P,S2,Ngoding,Trainer,Tupai,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
20,P,S1,Membaca,Pustakawan,Kucing,Nyalindung,Gelap,Kaya Raya,Seblak
57,P,S1,Membaca,Guru,Kucing,Sukabumi,Ketinggian,Kaya Raya,Cimol
30,P,SMK,Membaca,Pustakawan,Otter,Sukabumi,Laut,Hitam,Risol Charel
46,P,S1,Membaca,Guru,Kucing,Cisaat,Gelap,Hitam,Nasi Padang
45,P,SMA,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Artis,Cimol
24,P,S2,Ngoding,Guru,Anjing,Cisaat,Gelap,Hitam,Seblak
26,P,SMK,Ngoding,Guru,Tupai,Cisaat,Laut,Kaya Raya,Nasi Padang
57,L,SMK,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Kaya Raya,Cimol
19,L,S2,Membaca,Trainer,Otter,Cisaat,Laut,Artis,Risol Charel
55,L,S1,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Sehat,Batagor
38,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Batagor
37,L,SMK,Ngoding,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Batagor
29,P,S2,Ngoding,Guru,Otter,Cisaat,Gelap,Sehat,Nasi Padang
50,L,S2,Membaca,Trainer,Kucing,Nyalindung,Gelap,Artis,Seblak
51,P,S1,GYM,Guru,Tupai,Nyalindung,Gelap,Sehat,Cimol
39,L,S1,Ngoding,Trainer,Tupai,Nyalindung,Gelap,Sehat,Cimol
36,P,S1,GYM,Pustakawan,Anjing,Cisaat,Gelap,Hitam,Cimol
28,P,S1,Ngoding,Trainer,Otter,Nyalindung,Ketinggian,Sehat,Cimol
47,P,S1,Ngoding,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Batagor
42,P,S2,Membaca,Pustakawan,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
47,P,S2,Ngoding,Pustakawan,Tupai,Nyalindung,Laut,Hitam,Cimol
34,L,S1,Membaca,Pustakawan,Otter,Cisaat,Ketinggian,Sehat,Risol Charel
29,P,SMK,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Artis,Seblak
41,P,SMK,GYM,Guru,Otter,Nyalindung,Ketinggian,Hitam,Risol Charel
24,P,S2,Ngoding,Pustakawan,Tupai,Nyalindung,Laut,Artis,Seblak
48,L,SMA,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
60,L,S1,Membaca,Pustakawan,Kucing,Cisaat,Gelap,Sehat,Risol Charel
45,L,SMK,GYM,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Risol Charel
37,P,SMA,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
35,L,S2,Membaca,Pustakawan,Kucing,Cisaat,Laut,Kaya Raya,Nasi Padang
18,L,SMA,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Hitam,Cimol
25,L,S2,Ngoding,Trainer,Anjing,Nyalindung,Laut,Sehat,Seblak
56,L,SMK,Membaca,Guru,Anjing,Sukabumi,Laut,Sehat,Risol Charel
53,P,SMK,Membaca,Guru,Otter,Sukabumi,Ketinggian,Hitam,Risol Charel
23,P,S1,Ngoding,Trainer,Anjing,Sukabumi,Laut,Sehat,Nasi Padang
40,L,S2,GYM,Pustakawan,Kucing,Nyalindung,Gelap,Hitam,Batagor
50,P,S2,GYM,Trainer,Tupai,Sukabumi,Laut,Sehat,Cimol
38,L,SMA,Ngoding,Trainer,Otter,Sukabumi,Gelap,Hitam,Risol Charel
21,P,S2,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Sehat,Cimol
31,L,S2,Membaca,Pustakawan,Kucing,Nyalindung,Laut,Kaya Raya,Risol Charel
54,L,SMA,GYM,Trainer,Tupai,Sukabumi,Gelap,Sehat,Cimol
